,pearson_corr,abs_corr
d3_marina,-0.23953592281921837,0.23953592281921837
d3_weapon_smg,-0.23953592281921837,0.23953592281921837
d3_equip_slot1_shoes,-0.19166469481780968,0.19166469481780968
d3_role_tank,-0.19166469481780968,0.19166469481780968
d3_role_dealer,0.19166469481780962,0.19166469481780962
a3_weapon_sr,0.18594947635796327,0.18594947635796327
a3_equip_slot2_hairpin,0.18594947635796327,0.18594947635796327
a3_position_back,0.18594947635796327,0.18594947635796327
d3_position_front,-0.18141772464661443,0.18141772464661443
d3_equip_slot3_amulet,-0.18141772464661443,0.18141772464661443
d3_equip_slot3_wristwatch,0.18141772464661426,0.18141772464661426
a3_iori,0.1795351899766825,0.1795351899766825
d3_invul_yes,-0.17309807581668454,0.17309807581668454
d3_equip_slot2_badge,-0.17309807581668454,0.17309807581668454
d3_invul_no,0.17309807581668454,0.17309807581668454
d3_weapon_sr,0.15708478306421664,0.15708478306421664
d3_position_back,0.15708478306421664,0.15708478306421664
d3_equip_slot2_hairpin,0.15708478306421664,0.15708478306421664
d2_def_type_red,0.15311898979389887,0.15311898979389887
a2_weapon_ar,0.15126472804595645,0.15126472804595645
a2_position_middle,0.15126472804595645,0.15126472804595645
a2_tshiroko,0.15126472804595645,0.15126472804595645
a2_atk_type_blue,0.15126472804595645,0.15126472804595645
a2_def_type_blue,0.15126472804595645,0.15126472804595645
d4_haruka,-0.1481306921341284,0.1481306921341284
a3_role_dealer,0.14794628578339145,0.14794628578339145
a3_equip_slot3_wristwatch,0.14794628578339145,0.14794628578339145
a3_equip_slot3_amulet,-0.14794628578339142,0.14794628578339142
a3_role_tank,-0.14794628578339142,0.14794628578339142
a3_position_front,-0.14794628578339142,0.14794628578339142
a3_equip_slot1_shoes,-0.14794628578339142,0.14794628578339142
d3_atk_type_yellow,-0.14600271579076013,0.14600271579076013
d4_atk_type_red,-0.1424123321792886,0.1424123321792886
d3_equip_slot1_gloves,0.13857591028490598,0.13857591028490598
ds1_equip_slot3_wristwatch,0.13676004266359015,0.13676004266359015
ds1_equip_slot3_necklace,-0.13676004266359004,0.13676004266359004
ds1_saki,-0.13676004266359004,0.13676004266359004
a4_equip_slot1_hat,-0.13377835221894574,0.13377835221894574
d3_generates_cost_no,-0.1299422997272362,0.1299422997272362
d3_shun,0.12994229972723614,0.12994229972723614
d3_generates_cost_yes,0.12994229972723614,0.12994229972723614
a2_atk_type_yellow,-0.1285319063410898,0.1285319063410898
d2_atk_type_red,0.12813915774846005,0.12813915774846005
a3_equip_slot1_hat,0.12595435838195798,0.12595435838195798
d4_atk_type_yellow,0.12438981029318937,0.12438981029318937
d2_hoshino,-0.12244898139252733,0.12244898139252733
d1_shun,-0.12161938345287103,0.12161938345287103
d1_generates_cost_yes,-0.12161938345287103,0.12161938345287103
d1_equip_slot1_gloves,-0.12161938345287103,0.12161938345287103
d1_generates_cost_no,0.12161938345287088,0.12161938345287088
d3_taunts_no,-0.1206666464290758,0.1206666464290758
d3_taunts_yes,0.12066664642907561,0.12066664642907561
d3_reisa,0.12066664642907561,0.12066664642907561
d3_atk_type_red,0.11839866831917539,0.11839866831917539
a3_heals_team_or_self_?,0.1177197469849127,0.1177197469849127
a3_heals_no,0.1177197469849127,0.1177197469849127
a3_hoshino,-0.11771974698491247,0.11771974698491247
a3_weapon_sg,-0.11771974698491247,0.11771974698491247
a3_equip_slot2_bag,-0.11771974698491247,0.11771974698491247
a3_heals_team_or_self_self,-0.11771974698491247,0.11771974698491247
a3_heals_yes,-0.11771974698491247,0.11771974698491247
d4_weapon_smg,0.11712799297279311,0.11712799297279311
a4_position_front,0.11255841634405765,0.11255841634405765
a4_equip_slot3_amulet,0.11255841634405765,0.11255841634405765
a4_role_tank,0.11255841634405765,0.11255841634405765
a4_equip_slot1_shoes,0.11255841634405765,0.11255841634405765
a4_equip_slot3_wristwatch,-0.11255841634405749,0.11255841634405749
a4_role_dealer,-0.11255841634405749,0.11255841634405749
d4_position_back,-0.11197480486420192,0.11197480486420192
d4_equip_slot1_gloves,-0.10990715084537002,0.10990715084537002
a3_invul_yes,-0.10987911920265589,0.10987911920265589
a3_equip_slot2_badge,-0.10987911920265589,0.10987911920265589
a3_invul_no,0.10987911920265576,0.10987911920265576
a2_def_type_red,-0.10881573562438818,0.10881573562438818
d2_heals_no,0.10479582622550075,0.10479582622550075
d2_heals_team_or_self_?,0.10479582622550075,0.10479582622550075
d2_heals_yes,-0.10479582622550072,0.10479582622550072
d2_heals_team_or_self_self,-0.10479582622550072,0.10479582622550072
d4_marina,0.10439167796796608,0.10439167796796608
